Age,Gender,PlayTimeHours,InGamePurchases,GameDifficulty,SessionsPerWeek,AvgSessionDurationMinutes,PlayerLevel,AchievementsUnlocked,Location_Europe,Location_Other,Location_USA,GameGenre_RPG,GameGenre_Simulation,GameGenre_Sports,GameGenre_Strategy,GamingIntensity,SessionConsistency,AchievementRate,LevelSpeed,SessionsPerLevel,PlaytimeEfficiency,AgeLevelInteraction,EngagementDepth,Confidence_Score,Predicted_Engagement,Actual_Engagement,Prediction_Correct
41,1,11.31633127795354,0,0,2,108,47,27,1,0,0,0,1,0,0,216,0.01834862385321101,0.5625,15.666666666666666,0.041666666666666664,0.12442396313364056,1927,0.4572490706234712,0.9117,Low,Low,1
25,0,1.8709752724642212,0,2,3,101,75,5,0,0,1,1,0,0,0,303,0.029411764705882353,0.06578947368421052,18.75,0.039473684210526314,0.01644736842105263,1875,0.4553903345640262,0.8809,Low,Low,1
23,1,3.002618083751252,0,0,2,18,82,39,1,0,0,0,0,0,1,36,0.10526315789473684,0.46987951807228917,27.333333333333332,0.024096385542168676,1.054054054054054,1886,0.741635687718557,0.9313,Low,Low,1
41,0,22.17837035552716,0,1,8,112,66,42,0,0,1,0,0,0,1,896,0.07079646017699115,0.6268656716417911,7.333333333333333,0.11940298507462686,0.046822742474916385,2706,0.7081784386485469,0.9333,Medium,Medium,1
32,1,12.402225801362434,0,0,19,155,82,23,0,0,1,0,0,1,0,2945,0.12179487179487179,0.27710843373493976,4.1,0.2289156626506024,0.007807196198234894,2624,0.7174721189457719,0.9026,High,High,1
19,1,13.587499193996203,0,0,17,35,36,27,1,0,0,0,0,0,1,595,0.4722222222222222,0.7297297297297297,2.0,0.4594594594594595,0.04530201342281879,684,0.47955390333681136,0.9479,Medium,Medium,1
15,1,18.594893914408456,0,2,16,137,49,32,0,1,0,0,1,0,0,2192,0.11594202898550725,0.64,2.8823529411764706,0.32,0.01459188326493388,735,0.5836431226657315,0.9291,High,High,1
22,1,21.179520606829392,0,0,19,50,65,1,0,0,1,0,0,1,0,950,0.37254901960784315,0.015151515151515152,3.25,0.2878787878787879,0.0010515247108307045,1430,0.4591078066829162,0.9176,Medium,Medium,1
42,1,9.17819637882916,1,1,15,172,90,9,0,0,1,0,0,0,1,2580,0.08670520231213873,0.0989010989010989,5.625,0.16483516483516483,0.003487020534676482,3780,0.6356877323301917,0.9262,High,High,1
43,0,15.734222473569728,0,0,9,46,25,48,0,1,0,0,0,0,0,414,0.19148936170212766,1.8461538461538463,2.5,0.34615384615384615,0.11566265060240964,1075,0.5297397769418265,0.9401,Medium,Medium,1
23,1,7.976478978272384,1,0,16,16,50,23,1,0,0,0,0,0,0,256,0.9411764705882353,0.45098039215686275,2.9411764705882355,0.3137254901960784,0.08949416342412451,1150,0.5223048327040465,0.8268,Low,Low,1
22,1,3.605844780749912,0,0,12,157,1,27,0,0,1,0,0,1,0,1884,0.0759493670886076,13.5,0.07692307692307693,6.0,0.014323607427055704,22,0.2565055762034107,0.9667,High,High,1
30,1,11.089822096644385,0,0,3,114,35,12,0,1,0,0,0,1,0,342,0.02608695652173913,0.3333333333333333,8.75,0.08333333333333333,0.03498542274052478,1050,0.2843866170950857,0.9341,Medium,Medium,1
17,0,2.402387743767501,0,0,5,23,79,39,1,0,0,0,0,0,1,115,0.20833333333333334,0.4875,13.166666666666666,0.0625,0.33620689655172414,1343,0.7416356877185569,0.902,Low,Medium,0
15,0,23.252973757225146,0,0,19,175,22,47,1,0,0,0,0,1,0,3325,0.10795454545454546,2.0434782608695654,1.1,0.8260869565217391,0.01413108839446783,330,0.5613382899523914,0.9711,High,High,1
25,0,14.099973488740533,0,0,18,115,15,27,0,0,1,0,1,0,0,2070,0.15517241379310345,1.6875,0.7894736842105263,1.125,0.013037180106228875,375,0.368029739770111,0.9223,High,High,1
33,1,16.25624254349018,0,0,15,140,4,29,1,0,0,0,0,1,0,2100,0.10638297872340426,5.8,0.25,3.0,0.013802950975725845,132,0.30483271374898085,0.9477,High,High,1
37,0,9.959835544187357,0,1,19,99,75,29,1,0,0,0,0,0,0,1881,0.19,0.3815789473684211,3.75,0.25,0.015409139213602551,2775,0.723048327124107,0.9672,High,High,1
21,1,16.243318418738646,1,2,4,126,92,43,0,0,1,0,1,0,0,504,0.031496062992125984,0.46236559139784944,18.4,0.043010752688172046,0.08514851485148515,1932,0.8382899628096973,0.9562,Medium,Medium,1
29,1,6.413323283452311,0,2,5,95,72,49,1,0,0,0,1,0,0,475,0.052083333333333336,0.6712328767123288,12.0,0.0684931506849315,0.10294117647058823,2088,0.7769516728480121,0.9678,Medium,Medium,1
37,1,20.141874039823577,1,0,14,54,58,44,0,0,0,0,1,0,0,756,0.2545454545454545,0.7457627118644068,3.8666666666666667,0.23728813559322035,0.05812417437252312,2146,0.711895910767437,0.9412,Medium,Medium,1
26,1,16.976679983331607,1,0,2,82,92,39,0,0,1,0,1,0,0,164,0.024096385542168676,0.41935483870967744,30.666666666666668,0.021505376344086023,0.23636363636363636,2392,0.7973977695019072,0.7098,Medium,Medium,1
42,0,5.288645599177916,0,2,7,148,12,18,0,0,1,0,1,0,0,1036,0.04697986577181208,1.3846153846153846,1.5,0.5384615384615384,0.017357762777242044,504,0.2230483271334006,0.9378,Medium,Medium,1
40,0,15.602200886154789,0,1,15,74,58,17,1,0,0,0,0,0,0,1110,0.2,0.288135593220339,3.625,0.2542372881355932,0.0153015301530153,2320,0.5167286245257113,0.9328,Medium,Medium,1
39,0,0.0102603146323501,1,0,6,74,5,24,1,0,0,1,0,0,0,444,0.08,4.0,0.7142857142857143,1.0,0.05393258426966292,195,0.22304832713340061,0.9544,Medium,Low,0
43,0,16.150029828730123,0,0,0,119,11,24,0,0,1,0,0,0,1,0,0.0,2.0,11.0,0.0,24.0,473,0.22304832713340061,0.9752,Low,Low,1
21,0,11.752129750242029,0,0,10,61,65,35,0,0,1,0,0,0,0,610,0.16129032258064516,0.5303030303030303,5.909090909090909,0.15151515151515152,0.057283142389525366,1365,0.6617100371624217,0.914,Medium,Medium,1
32,0,6.1165011814364805,0,2,5,69,9,27,1,0,0,0,0,0,0,345,0.07142857142857142,2.7,1.5,0.5,0.07803468208092486,288,0.2620817843817457,0.9379,Medium,Medium,1
35,1,8.187815453340729,0,0,4,113,76,5,0,0,1,1,0,0,0,452,0.03508771929824561,0.06493506493506493,15.2,0.05194805194805195,0.011037527593818985,2660,0.46654275092069625,0.9311,Medium,Medium,1
46,1,9.949087466992776,1,2,5,62,71,44,1,0,0,1,0,0,0,310,0.07936507936507936,0.6111111111111112,11.833333333333334,0.06944444444444445,0.1414790996784566,3266,0.734200743480777,0.9372,Medium,Medium,1
37,1,13.59527651825494,0,0,14,132,19,47,1,0,0,0,0,1,0,1848,0.10526315789473684,2.35,1.2666666666666666,0.7,0.02541914548404543,703,0.5167286245257113,0.9511,High,High,1
49,1,9.436534010480251,0,2,17,179,75,4,0,0,1,0,1,0,0,3043,0.09444444444444444,0.05263157894736842,4.166666666666667,0.2236842105263158,0.001314060446780552,3675,0.5260223048229364,0.957,High,High,1
26,0,19.24440287413161,0,0,4,44,57,44,1,0,0,0,1,0,0,176,0.08888888888888889,0.7586206896551724,11.4,0.06896551724137931,0.24858757062146894,1482,0.6505576208057519,0.5896,Low,Low,1
33,0,17.782734730456344,1,1,13,87,25,45,0,0,1,0,0,0,1,1131,0.14772727272727273,1.7307692307692308,1.7857142857142858,0.5,0.03975265017667844,825,0.5297397769418264,0.9349,Medium,Medium,1
40,1,12.148642463362822,0,0,12,54,63,41,0,0,1,0,0,1,0,648,0.21818181818181817,0.640625,4.846153846153846,0.1875,0.06317411402157165,2520,0.7063197025891018,0.9603,Medium,Medium,1
28,0,5.859732665482082,0,1,3,62,13,42,0,0,0,0,0,0,1,186,0.047619047619047616,3.0,3.25,0.21428571428571427,0.22459893048128343,364,0.384758364305116,0.9403,Low,Low,1
31,0,2.1473077933457514,0,2,4,32,23,17,1,0,0,0,0,1,0,128,0.12121212121212122,0.7083333333333334,4.6,0.16666666666666666,0.13178294573643412,713,0.26022304832230064,0.9639,Low,Medium,0
49,0,20.196001046060257,0,2,13,130,51,36,0,0,1,0,0,0,1,1690,0.09923664122137404,0.6923076923076923,3.642857142857143,0.25,0.021289178001182733,2499,0.6078066914385166,0.9167,High,High,1
34,0,6.230855336983237,0,1,2,161,87,6,0,1,0,1,0,0,0,322,0.012345679012345678,0.06818181818181818,29.0,0.022727272727272728,0.018575851393188854,2958,0.5241635687634915,0.6021,Medium,Medium,1
26,0,16.795540304820257,0,2,12,137,93,48,0,1,0,0,0,0,1,1644,0.08695652173913043,0.5106382978723404,7.153846153846154,0.1276595744680851,0.02917933130699088,2418,0.9256505576036125,0.9575,High,High,1
21,0,16.81449916834542,0,2,1,89,16,6,1,0,0,0,0,1,0,89,0.011111111111111112,0.35294117647058826,8.0,0.058823529411764705,0.06666666666666667,336,0.12267657992337032,0.9355,Low,Low,1
35,0,1.0093896910532871,0,0,18,84,90,36,0,0,1,0,0,0,0,1512,0.21176470588235294,0.3956043956043956,4.7368421052631575,0.1978021978021978,0.023793787177792465,3150,0.8531598512852572,0.9318,High,High,1
27,0,9.296546424561198,1,2,1,57,78,14,0,0,1,0,1,0,0,57,0.017241379310344827,0.17721518987341772,39.0,0.012658227848101266,0.2413793103448276,2106,0.5278810408823814,0.931,Low,Low,1
24,1,20.89708575814828,0,1,13,131,83,12,0,0,1,0,0,0,1,1703,0.09848484848484848,0.14285714285714285,5.928571428571429,0.15476190476190477,0.007042253521126761,1992,0.6078066914385166,0.9272,High,High,1
33,0,23.685971438876265,0,1,14,127,11,0,0,0,1,0,0,1,0,1778,0.109375,0.0,0.7333333333333333,1.1666666666666667,0.0,363,0.12267657992337032,0.9502,High,High,1
27,0,9.125494264920446,0,1,14,93,70,11,0,0,1,0,0,0,0,1302,0.14893617021276595,0.15492957746478872,4.666666666666667,0.19718309859154928,0.00844205679201842,1890,0.5334572490607163,0.9549,Medium,Medium,1
29,0,0.6639265112803532,1,2,11,137,46,11,0,0,1,1,0,0,0,1507,0.07971014492753623,0.23404255319148937,3.8333333333333335,0.23404255319148937,0.007294429708222812,1334,0.38289962824567103,0.9482,High,High,1
17,0,8.575564985211539,0,0,0,126,13,9,0,0,1,0,0,0,1,0,0.0,0.6428571428571429,13.0,0.0,9.0,221,0.12267657992337032,0.9688,Low,Low,1
23,1,3.727971808583247,0,1,15,174,49,42,1,0,0,0,0,0,1,2610,0.08571428571428572,0.84,3.0625,0.3,0.0160857908847185,1127,0.6524163568651967,0.9054,High,High,1
19,0,16.607376805463307,0,1,18,156,19,10,0,0,1,0,0,0,1,2808,0.11464968152866242,0.5,1.0,0.9,0.00355998576005696,361,0.26394052044119065,0.9478,High,High,1
16,1,6.350519446061022,0,1,2,149,80,39,0,0,0,1,0,0,0,298,0.013333333333333334,0.48148148148148145,26.666666666666668,0.024691358024691357,0.13043478260869565,1280,0.730483271361887,0.9183,Medium,Medium,1
41,1,11.87328117639474,0,1,5,167,62,13,1,0,0,1,0,0,0,835,0.02976190476190476,0.20634920634920634,10.333333333333334,0.07936507936507936,0.01555023923444976,2542,0.4535315985045812,0.9552,Medium,Medium,1
34,1,12.9567546596543,0,0,15,102,57,9,0,0,1,0,0,0,1,1530,0.14563106796116504,0.15517241379310345,3.5625,0.25862068965517243,0.005878510777269758,1938,0.4516728624451362,0.9278,High,High,1
23,0,9.477226328727475,0,2,19,67,33,0,1,0,0,0,0,0,1,1273,0.27941176470588236,0.0,1.65,0.5588235294117647,0.0,759,0.27323420073841576,0.896,Medium,Medium,1
17,0,6.460881190497477,0,0,7,137,83,3,0,0,1,0,0,0,1,959,0.050724637681159424,0.03571428571428571,10.375,0.08333333333333333,0.003125,1411,0.5074349442284863,0.9339,Medium,Medium,1
30,1,14.367328931533557,0,2,19,167,59,1,1,0,0,1,0,0,0,3173,0.1130952380952381,0.016666666666666666,2.95,0.31666666666666665,0.000315059861373661,1770,0.4256505576129061,0.9592,High,High,1
48,0,7.043769000201936,0,0,10,144,4,30,0,0,1,0,0,0,1,1440,0.06896551724137931,6.0,0.36363636363636365,2.0,0.020818875780707843,192,0.2843866170950857,0.9248,High,Medium,0
49,1,10.99798242230692,1,2,14,144,71,34,0,0,1,0,0,0,1,2016,0.09655172413793103,0.4722222222222222,4.733333333333333,0.19444444444444445,0.01685671789786812,3479,0.7100371747079921,0.9593,High,High,1
23,1,22.319018020954797,1,1,11,150,35,25,0,0,0,0,0,1,0,1650,0.0728476821192053,0.6944444444444444,2.9166666666666665,0.3055555555555556,0.015142337976983646,805,0.42565055761290616,0.9341,High,High,1
28,0,22.53502412368369,0,1,15,135,61,7,0,1,0,0,1,0,0,2025,0.11029411764705882,0.11290322580645161,3.8125,0.24193548387096775,0.0034550839091806516,1708,0.45910780668291623,0.9445,High,High,1
34,1,15.640914737011752,0,0,6,51,24,32,0,0,1,0,0,0,0,306,0.11538461538461539,1.28,3.4285714285714284,0.24,0.10423452768729642,816,0.38847583642400607,0.707,Medium,Medium,1
23,0,3.248449374297961,0,0,13,83,59,19,0,0,1,0,0,1,0,1079,0.15476190476190477,0.31666666666666665,4.214285714285714,0.21666666666666667,0.017592592592592594,1357,0.5260223048229364,0.8934,Medium,Medium,1
42,0,23.05222849282748,1,0,11,144,49,41,0,0,1,0,0,0,1,1584,0.07586206896551724,0.82,4.083333333333333,0.22,0.025867507886435333,2058,0.6226765799140767,0.9421,High,High,1
46,0,15.542194452436378,1,2,12,132,59,29,1,0,0,0,0,0,0,1584,0.09022556390977443,0.48333333333333334,4.538461538461538,0.2,0.01829652996845426,2714,0.5947955390224016,0.9528,High,High,1
18,1,20.69059220504574,0,0,9,78,74,1,0,0,1,0,0,0,0,702,0.11392405063291139,0.013333333333333334,7.4,0.12,0.001422475106685633,1332,0.4535315985045812,0.9339,Medium,Medium,1
42,0,4.129225682559869,0,0,2,105,34,46,0,0,0,0,0,0,1,210,0.018867924528301886,1.3142857142857143,11.333333333333334,0.05714285714285714,0.21800947867298578,1428,0.5260223048229364,0.9233,Low,Low,1
42,1,20.78236585900988,1,2,1,86,8,9,0,0,1,0,0,1,0,86,0.011494252873563218,1.0,4.0,0.1111111111111111,0.10344827586206896,336,0.10037174721003027,0.9349,Low,Low,1
38,0,10.466684468161484,1,0,13,37,23,4,0,0,1,0,0,0,0,481,0.34210526315789475,0.16666666666666666,1.6428571428571428,0.5416666666666666,0.008298755186721992,874,0.21375464683617557,0.9561,Medium,Medium,1
31,1,4.809251476801473,1,1,16,53,19,0,1,0,0,0,1,0,0,848,0.2962962962962963,0.0,1.1176470588235294,0.8,0.0,589,0.17843866170672046,0.9509,Medium,Medium,1
48,1,12.086904506601003,0,1,17,170,18,8,1,0,0,1,0,0,0,2890,0.09941520467836257,0.42105263157894735,1.0,0.8947368421052632,0.002767208578346593,864,0.2379182156089606,0.9488,High,High,1
38,0,7.428916803243802,0,0,17,27,35,16,1,0,0,0,1,0,0,459,0.6071428571428571,0.4444444444444444,1.9444444444444444,0.4722222222222222,0.034782608695652174,1330,0.3921933085428961,0.965,Medium,Low,0
38,1,11.322945485105318,1,1,8,68,5,16,0,0,1,0,0,1,0,544,0.11594202898550725,2.6666666666666665,0.5555555555555556,1.3333333333333333,0.029357798165137616,190,0.17472118958783048,0.9547,Medium,Medium,1
18,1,10.683028818775616,1,0,16,178,93,44,0,0,0,0,1,0,0,2848,0.0893854748603352,0.46808510638297873,5.470588235294118,0.1702127659574468,0.015444015444015444,1674,0.9182156133658324,0.9687,High,High,1
24,0,5.210854245775495,0,0,19,96,1,43,0,0,1,1,0,0,0,1824,0.1958762886597938,21.5,0.05,9.5,0.023561643835616437,24,0.4144981412562361,0.9187,High,High,1
40,1,23.510464836212734,0,2,11,55,30,46,0,1,0,0,1,0,0,605,0.19642857142857142,1.4838709677419355,2.5,0.3548387096774194,0.07590759075907591,1200,0.5539033457146115,0.9008,Medium,Medium,1
18,1,2.21825007779725,0,0,19,28,99,47,0,1,0,0,1,0,0,532,0.6551724137931034,0.47,4.95,0.19,0.08818011257035648,1782,0.9907063196841877,0.9675,Medium,Medium,1
31,1,0.5072932767886824,1,2,12,49,83,25,1,0,0,0,0,1,0,588,0.24,0.2976190476190476,6.384615384615385,0.14285714285714285,0.042444821731748725,2573,0.6988847583513219,0.9615,Medium,High,0
37,0,23.36738391032742,0,1,6,116,87,48,1,0,0,0,0,0,0,696,0.05128205128205128,0.5454545454545454,12.428571428571429,0.06818181818181818,0.06886657101865136,3219,0.8587360594635922,0.9388,Medium,High,0
23,0,21.31342815990465,0,1,16,142,62,10,0,1,0,0,1,0,0,2272,0.11188811188811189,0.15873015873015872,3.6470588235294117,0.25396825396825395,0.004399472063352398,1426,0.4925650557529263,0.9438,High,High,1
45,1,12.479245412847362,1,1,16,41,97,42,0,0,0,0,0,1,0,656,0.38095238095238093,0.42857142857142855,5.705882352941177,0.16326530612244897,0.0639269406392694,4365,0.9256505576036124,0.9734,Medium,Medium,1
25,0,10.017709310013654,0,1,16,110,61,42,0,0,1,0,0,1,0,1760,0.14414414414414414,0.6774193548387096,3.588235294117647,0.25806451612903225,0.02385008517887564,1525,0.7249070631835519,0.9367,High,High,1
42,0,18.096148625812237,1,2,11,174,60,49,1,0,0,0,1,0,0,1914,0.06285714285714286,0.8032786885245902,5.0,0.18032786885245902,0.025587467362924284,2520,0.7434944237780019,0.8879,High,High,1
31,0,22.0079631690158,0,2,7,52,12,41,0,0,1,0,0,0,1,364,0.1320754716981132,3.1538461538461537,1.5,0.5384615384615384,0.11232876712328767,372,0.3940520446023411,0.8654,Medium,Medium,1
27,1,21.513841369161604,0,1,6,136,2,16,0,1,0,0,0,1,0,816,0.043795620437956206,5.333333333333333,0.2857142857142857,2.0,0.019583843329253364,54,0.1468401486961554,0.9593,Medium,Medium,1
28,1,14.579052772978578,0,1,2,16,72,20,0,0,1,0,0,1,0,32,0.11764705882352941,0.273972602739726,24.0,0.0273972602739726,0.6060606060606061,2016,0.5446096654173864,0.9467,Low,Medium,0
33,1,18.63013785120739,1,1,16,39,49,45,1,0,0,0,0,0,0,624,0.4,0.9,2.8823529411764706,0.32,0.072,1617,0.6802973977568718,0.9257,Medium,High,0
21,0,11.433507181419513,1,1,13,56,22,33,1,0,0,1,0,0,0,728,0.22807017543859648,1.434782608695652,1.5714285714285714,0.5652173913043478,0.04526748971193416,462,0.4237918215534611,0.9342,Medium,Medium,1
27,0,4.456435749534964,0,1,3,70,9,40,0,0,1,1,0,0,0,210,0.04225352112676056,4.0,2.25,0.3,0.1895734597156398,243,0.3475836431162159,0.9453,Low,Low,1
43,1,22.44466914427563,0,0,8,150,10,6,0,0,1,0,0,1,0,1200,0.052980132450331126,0.5454545454545454,1.1111111111111112,0.7272727272727273,0.004995836802664446,430,0.12825278810170535,0.9488,Medium,Low,0
21,1,12.953918833445773,1,0,18,127,43,3,0,0,1,0,0,1,0,2286,0.140625,0.06818181818181818,2.263157894736842,0.4090909090909091,0.0013117621337997377,903,0.34572490705677095,0.935,High,High,1
16,1,9.834819613660107,1,1,0,64,88,7,0,0,1,0,0,1,0,0,0.0,0.07865168539325842,88.0,0.0,7.0,1408,0.5260223048229364,0.9471,Low,Low,1
37,0,14.524647580809448,0,0,14,94,73,17,0,1,0,0,0,1,0,1316,0.14736842105263157,0.22972972972972974,4.866666666666666,0.1891891891891892,0.012908124525436599,2701,0.5947955390224016,0.8998,Medium,Medium,1
40,1,1.9277591324780703,0,1,13,62,45,0,0,0,0,0,0,0,0,806,0.20634920634920634,0.0,3.2142857142857144,0.2826086956521739,0.0,1800,0.30669144980842583,0.9471,Medium,Medium,1
16,1,19.21391613799942,0,0,2,105,58,0,0,0,1,0,0,0,0,210,0.018867924528301886,0.0,19.333333333333332,0.03389830508474576,0.0,928,0.31784386616509586,0.9584,Low,Low,1
18,1,22.976796141091107,0,0,9,40,8,35,0,0,1,0,0,0,0,360,0.21951219512195122,3.888888888888889,0.8,1.0,0.09695290858725762,144,0.3382899628189909,0.9157,Medium,Medium,1
25,1,10.17448616123477,0,0,4,126,15,16,1,0,0,0,0,0,0,504,0.031496062992125984,1.0,3.0,0.25,0.031683168316831684,375,0.20817843865784053,0.9139,Medium,High,0
39,0,0.5993938284411326,0,0,18,115,91,48,1,0,0,0,0,0,0,2070,0.15517241379310345,0.5217391304347826,4.7894736842105265,0.1956521739130435,0.02317720907774022,3549,0.9479553903169525,0.9834,High,High,1
39,0,22.115114129210053,0,1,1,77,11,17,0,0,1,1,0,0,0,77,0.01282051282051282,1.4166666666666667,5.5,0.08333333333333333,0.21794871794871795,429,0.1765799256472755,0.9667,Low,Low,1
17,0,23.5058979505571,1,0,3,166,27,44,0,0,1,0,1,0,0,498,0.017964071856287425,1.5714285714285714,6.75,0.10714285714285714,0.08817635270541083,459,0.47769516727736633,0.9293,Medium,Medium,1
38,1,10.497441433480924,0,0,9,117,49,26,0,0,1,0,0,0,0,1053,0.07627118644067797,0.52,4.9,0.18,0.024667931688804556,1862,0.4999999999907064,0.9233,Medium,Medium,1
30,1,18.671490818603026,1,0,16,82,53,7,0,0,1,0,0,0,1,1312,0.1927710843373494,0.12962962962962962,3.1176470588235294,0.2962962962962963,0.005331302361005331,1590,0.4200743494345711,0.9615,Medium,Medium,1
46,0,2.3313115321413163,0,0,2,55,74,31,0,0,1,0,0,1,0,110,0.03571428571428571,0.41333333333333333,24.666666666666668,0.02666666666666667,0.27927927927927926,3404,0.6375464683896368,0.9341,Low,Low,1
40,1,14.644216830432704,0,0,5,96,34,27,0,1,0,0,0,0,0,480,0.05154639175257732,0.7714285714285715,5.666666666666667,0.14285714285714285,0.056133056133056136,1360,0.4014869888401211,0.9291,Medium,Medium,1
24,0,15.64565571382948,1,0,11,136,63,45,0,0,1,1,0,0,0,1496,0.08029197080291971,0.703125,5.25,0.171875,0.03006012024048096,1512,0.7304832713618868,0.9482,High,High,1
32,0,16.01362818626503,0,0,14,165,88,6,1,0,0,0,0,0,1,2310,0.08433734939759036,0.06741573033707865,5.866666666666666,0.15730337078651685,0.0025962786672436176,2816,0.5966542750818465,0.9248,High,Low,0
47,0,13.04806800461962,0,1,9,176,48,13,0,1,0,0,0,0,0,1584,0.05084745762711865,0.2653061224489796,4.8,0.1836734693877551,0.008201892744479496,2256,0.397769516721231,0.9333,High,High,1
24,0,11.96244347027212,0,0,3,150,48,23,1,0,0,0,1,0,0,450,0.019867549668874173,0.46938775510204084,12.0,0.061224489795918366,0.050997782705099776,1152,0.43866171002902116,0.9203,Medium,Medium,1
26,1,13.422934263954993,1,2,13,115,58,19,0,1,0,0,0,0,0,1495,0.11206896551724138,0.3220338983050847,4.142857142857143,0.22033898305084745,0.01270053475935829,1508,0.5204460966446014,0.9253,High,High,1
30,0,11.89713563064404,0,1,17,157,58,33,1,0,0,0,1,0,0,2669,0.10759493670886076,0.559322033898305,3.2222222222222223,0.288135593220339,0.012359550561797753,1740,0.6468401486868618,0.9556,High,High,1
41,0,0.7285654722501311,0,2,1,131,12,6,0,0,1,1,0,0,0,131,0.007575757575757576,0.46153846153846156,6.0,0.07692307692307693,0.045454545454545456,492,0.10037174721003027,0.937,Low,Low,1
40,1,3.490314995255905,0,0,3,117,19,46,0,0,1,0,0,0,0,351,0.025423728813559324,2.3,4.75,0.15,0.13068181818181818,760,0.4479553903262462,0.9441,Medium,Medium,1
33,1,3.2433526379190907,0,1,11,130,59,32,0,0,1,0,0,1,0,1430,0.08396946564885496,0.5333333333333333,4.916666666666667,0.18333333333333332,0.02236198462613557,1947,0.6115241635574066,0.9422,High,High,1
16,0,5.682455195995665,1,0,19,159,98,3,0,0,1,0,0,0,1,3021,0.11875,0.030303030303030304,4.9,0.1919191919191919,0.0009927200529450694,1568,0.6579925650435317,0.9537,High,High,1
37,0,15.448366587960711,0,2,10,162,30,6,0,0,1,0,0,0,1,1620,0.06134969325153374,0.1935483870967742,2.727272727272727,0.3225806451612903,0.003701418877236274,1110,0.25092936802507565,0.9407,High,High,1
24,1,3.406438253314493,0,1,11,163,16,13,0,0,1,0,0,0,1,1793,0.06707317073170732,0.7647058823529411,1.3333333333333333,0.6470588235294118,0.007246376811594203,384,0.2304832713711806,0.9406,High,High,1
16,1,15.712134891899009,1,2,9,107,11,40,1,0,0,1,0,0,0,963,0.08333333333333333,3.3333333333333335,1.1,0.75,0.04149377593360996,176,0.3921933085428961,0.8913,Medium,Medium,1
33,1,22.27112947729345,0,0,11,179,85,34,0,0,0,0,0,0,0,1969,0.06111111111111111,0.3953488372093023,7.083333333333333,0.12790697674418605,0.017258883248730966,2805,0.771375464669677,0.9571,High,High,1
37,1,0.2476680768693544,0,1,15,24,29,21,0,0,0,0,1,0,0,360,0.6,0.7,1.8125,0.5,0.05817174515235457,1073,0.38475836430511606,0.9076,Medium,Medium,1
24,1,20.58026920695012,0,0,1,139,69,5,1,0,0,0,0,0,0,139,0.007142857142857143,0.07142857142857142,34.5,0.014285714285714285,0.03571428571428571,1656,0.4107806691373461,0.955,Low,Low,1
16,0,10.28487241216606,0,1,5,65,74,3,0,0,1,0,0,0,0,325,0.07575757575757576,0.04,12.333333333333334,0.06666666666666667,0.009202453987730062,1184,0.4460966542668012,0.6559,Low,Low,1
21,1,19.224332859041944,0,1,1,17,92,17,1,0,0,0,1,0,0,17,0.05555555555555555,0.1827956989247312,46.0,0.010752688172043012,0.9444444444444444,1932,0.6282527880924116,0.917,Low,Low,1
15,1,1.1306927531393045,0,1,10,167,15,18,0,1,0,0,0,0,1,1670,0.05952380952380952,1.125,1.3636363636363635,0.625,0.010771992818671455,225,0.25650557620341063,0.9444,High,High,1
25,1,10.593654350662876,0,1,2,156,22,24,1,0,0,0,0,0,1,312,0.012738853503184714,1.0434782608695652,7.333333333333333,0.08695652173913043,0.07667731629392971,550,0.29553903345175586,0.4948,Low,Low,1
28,0,13.451012249347178,1,0,1,171,17,37,0,0,1,0,1,0,0,171,0.005813953488372093,2.0555555555555554,8.5,0.05555555555555555,0.21511627906976744,476,0.35873605947288595,0.9399,Low,Low,1
46,0,7.494482059650313,0,2,1,86,31,33,0,0,1,0,1,0,0,86,0.011494252873563218,1.03125,15.5,0.03125,0.3793103448275862,1426,0.4070631970184561,0.9414,Low,Low,1
37,1,15.2658596204666,0,1,12,99,37,44,0,0,0,0,0,1,0,1188,0.12,1.1578947368421053,2.8461538461538463,0.3157894736842105,0.03700588730025231,1369,0.5836431226657316,0.9322,Medium,Medium,1
33,1,20.70288504051493,0,0,6,85,51,4,0,0,1,0,0,1,0,510,0.06976744186046512,0.07692307692307693,7.285714285714286,0.11538461538461539,0.007827788649706457,1683,0.33085501858121086,0.9469,Medium,Medium,1
35,1,9.207638543156964,0,0,3,46,7,17,0,0,1,0,0,0,0,138,0.06382978723404255,2.125,1.75,0.375,0.1223021582733813,245,0.16542750929060543,0.9417,Low,Medium,0
28,1,22.625369164900995,0,2,1,114,39,30,1,0,0,1,0,0,0,114,0.008695652173913044,0.75,19.5,0.025,0.2608695652173913,1092,0.42936802973179616,0.9568,Low,Low,1
29,0,22.37512974485363,0,0,8,137,72,47,1,0,0,0,0,1,0,1096,0.057971014492753624,0.6438356164383562,8.0,0.1095890410958904,0.04284412032816773,2088,0.778810408907457,0.9356,Medium,Medium,1
36,1,22.09382128459679,0,2,16,53,92,1,0,0,1,1,0,0,0,848,0.2962962962962963,0.010752688172043012,5.411764705882353,0.17204301075268819,0.001177856301531213,3312,0.5929368029629565,0.9414,Medium,Medium,1
43,0,10.360145054011248,0,2,19,120,36,23,0,0,0,0,0,1,0,2280,0.15702479338842976,0.6216216216216216,1.8,0.5135135135135135,0.010083296799649276,1548,0.4609665427423612,0.9248,High,High,1
